Restaurant Name,Country Code,City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes
Wah Ji Wah,1,New Delhi,Mahipalpur,77.1247414,28.5467116,"North Indian, Chinese",450,0,0,0,1,2.9,6
Resto 37,1,New Delhi,Mahipalpur,77.1286068,28.5500399,"North Indian, Chinese, Continental, Fast Food",700,0,0,0,2,3.9,23
The Cavalry Bar - Maidens Hotel,1,New Delhi,"Maidens Hotel, Civil Lines",77.2258308,28.67367,Finger Food,2000,1,0,0,4,2.7,17
The Curzon Room - Maidens Hotel,1,New Delhi,"Maidens Hotel, Civil Lines",77.2258029,28.6737511,"European, North Indian",3200,1,0,0,4,3.4,39
The Garden Terrace - Maidens Hotel,1,New Delhi,"Maidens Hotel, Civil Lines",77.2256961,28.6737019,"North Indian, Continental",3000,1,0,0,4,3.3,57
Ama Rabsel House,1,New Delhi,Majnu ka Tila,77.2282559,28.7030113,"Chinese, North Indian",500,0,0,0,2,3.0,8
Cafe Plus,1,New Delhi,Majnu ka Tila,77.2287499,28.7024763,Cafe,500,0,0,0,2,3.2,13
Hornbill,1,New Delhi,Majnu ka Tila,77.2283906,28.7015464,"Naga, Chinese",450,0,0,0,1,3.1,7
Orange Cafe & Restaurant,1,New Delhi,Majnu ka Tila,77.2284355,28.702491,"Tibetan, Chinese",450,0,0,0,1,3.1,8
33 Food,1,New Delhi,Malviya Nagar,77.216837,28.5358021,"North Indian, Mughlai",700,0,1,0,2,3.2,93
Burger Point,1,New Delhi,Malviya Nagar,77.2077878,28.5328102,"Burger, Fast Food",400,0,0,0,1,3.3,78
Cafe Blur,1,New Delhi,Malviya Nagar,77.2185591,28.5349127,"Cafe, Chinese",450,0,0,0,1,3.1,7
Cafe Coffee Day,1,New Delhi,Malviya Nagar,77.2133292,28.5379729,Cafe,450,0,0,0,1,2.5,52
Cafe Rendezvous,1,New Delhi,Malviya Nagar,77.2132741,28.5396208,"Mexican, Italian, North Indian, Continental, Asian",1550,1,1,0,3,3.3,191
Cakes & Bakes,1,New Delhi,Malviya Nagar,77.210737,28.5378192,"Bakery, Desserts",500,0,0,0,2,3.4,75
Chatorey Chacha,1,New Delhi,Malviya Nagar,77.2097386,28.5340199,"Street Food, North Indian",350,0,0,0,1,3.3,51
Chilli Dragon,1,New Delhi,Malviya Nagar,77.218813,28.534252,"Chinese, Thai",650,0,1,0,2,3.3,35
DCK- Dana Choga's Kitchen,1,New Delhi,Malviya Nagar,77.2090133,28.5338079,"North Indian, Mughlai",800,0,1,0,2,3.4,297
Divya's Rimpy Restaurant,1,New Delhi,Malviya Nagar,77.2089013,28.5338345,"North Indian, Chinese, Mughlai",800,0,0,0,2,3.2,245
Express Dhaba,1,New Delhi,Malviya Nagar,77.2127552,28.5403273,"North Indian, Chinese, Mughlai",650,0,1,0,2,2.7,68
Go Foodie,1,New Delhi,Malviya Nagar,77.2076299,28.5314946,"North Indian, Chinese",500,0,0,0,2,3.3,105
Health Pan,1,New Delhi,Malviya Nagar,77.2202141,28.5403,Healthy Food,200,0,1,0,1,3.4,45
Karim's,1,New Delhi,Malviya Nagar,77.2146666,28.5383428,"Mughlai, North Indian",800,1,1,0,2,3.0,183
Karuna,1,New Delhi,Malviya Nagar,77.2169997,28.5340999,South Indian,200,0,0,0,1,3.0,15
Kathi,1,New Delhi,Malviya Nagar,77.2189683,28.5309799,"North Indian, Fast Food, Chinese",400,0,1,0,1,2.8,75
King Chilly Kitchen,1,New Delhi,Malviya Nagar,77.2167814,28.5357192,"Chinese, Tibetan",400,0,1,0,1,3.2,17
Kolhapuri Veg Non-Veg Foods,1,New Delhi,Malviya Nagar,77.2169065,28.5337938,Maharashtrian,300,0,1,0,1,3.3,20
Mehfil Dhaba,1,New Delhi,Malviya Nagar,77.2129078,28.5369107,"Fast Food, North Indian",300,0,0,0,1,3.4,214
Moti Mahal Delux - Legendary Culinary,1,New Delhi,Malviya Nagar,77.2126586,28.5405605,"North Indian, Chinese",600,0,1,0,2,2.6,146
Open Oven,1,New Delhi,Malviya Nagar,77.209366,28.5341102,"Bakery, Desserts, Fast Food",250,0,1,0,1,3.4,103
Paapi Paet,1,New Delhi,Malviya Nagar,77.2079315,28.5330067,"Fast Food, Beverages",550,0,1,0,2,3.3,250
Pepper Corn Express,1,New Delhi,Malviya Nagar,77.2132305,28.5394521,"North Indian, Chinese, Fast Food",800,0,1,0,2,3.4,50
Pinch Of China,1,New Delhi,Malviya Nagar,77.218629,28.534403,Chinese,400,0,0,0,1,3.2,14
Pizza Hut Delivery,1,New Delhi,Malviya Nagar,77.2137832,28.5386054,"Italian, Pizza, Fast Food",800,0,1,0,2,2.8,120
Punjabee's Darbar,1,New Delhi,Malviya Nagar,77.2134971,28.538882,"North Indian, Chinese",700,0,1,0,2,3.0,34
Ramjee's,1,New Delhi,Malviya Nagar,77.2096823,28.5340507,"Street Food, North Indian",150,0,1,0,1,3.3,62
Rollmaal,1,New Delhi,Malviya Nagar,77.2135137,28.5388893,"Fast Food, North Indian, Chinese",500,0,1,0,2,3.4,218
Shaolin,1,New Delhi,Malviya Nagar,77.2069233,28.5341425,Chinese,800,0,1,0,2,3.4,217
Subway,1,New Delhi,Malviya Nagar,77.2095102,28.534046,"American, Fast Food, Salad, Healthy Food",500,0,1,0,2,2.8,183
The Chocolate Room,1,New Delhi,Malviya Nagar,77.2063347,28.5335269,"Cafe, Italian, Mexican, Salad, Desserts",850,1,1,0,2,3.4,155
The Delhi Heights,1,New Delhi,Malviya Nagar,77.2078004,28.5327826,"North Indian, Mughlai, Chinese",800,1,1,0,2,2.8,198
Thok (The House of Kakori),1,New Delhi,Malviya Nagar,77.2096819,28.534082,"North Indian, Mughlai, Chinese",600,0,1,1,2,3.4,485
Uloo,1,New Delhi,Malviya Nagar,77.2155012,28.5354885,"North Indian, Mughlai, Chinese",600,0,1,1,2,3.2,134
Vadapav Junction & More,1,New Delhi,Malviya Nagar,77.2122866,28.5369963,"Street Food, Fast Food",350,0,1,0,1,3.3,37
Behrouz Biryani,1,New Delhi,Malviya Nagar,77.2119129,28.5369433,Biryani,600,0,1,0,2,3.6,61
Beliram Degchiwala,1,New Delhi,Malviya Nagar,77.2135506,28.5386851,"North Indian, Mughlai, Chinese",900,0,1,0,2,3.5,226
Bhukkhar,1,New Delhi,Malviya Nagar,77.214436,28.5344871,"North Indian, Chinese, Mughlai",500,0,1,0,2,3.9,100
Biryani Blues,1,New Delhi,Malviya Nagar,77.2132354,28.5391434,"Biryani, Hyderabadi",1000,0,1,0,3,3.9,113
Bun Intended,1,New Delhi,Malviya Nagar,77.21034631,28.53449044,"Burger, American, Fast Food",850,0,1,0,2,3.9,50
Casa Asia,1,New Delhi,Malviya Nagar,77.2124201,28.5357513,Chinese,650,0,1,0,2,3.8,306
Chic Fish,1,New Delhi,Malviya Nagar,77.2143619,28.5382487,"North Indian, Chinese",750,0,1,0,2,3.5,361
Dunkin' Donuts,1,New Delhi,Malviya Nagar,77.2115336,28.5363476,"Burger, Desserts, Fast Food",600,0,1,0,2,3.6,290
Farratta,1,New Delhi,Malviya Nagar,77.2138677,28.5386342,"North Indian, Chinese",800,0,1,0,2,3.7,93
Flavors of Chennai,1,New Delhi,Malviya Nagar,77.2136687,28.538922,South Indian,400,0,1,0,1,3.7,370
Food For Thought,1,New Delhi,Malviya Nagar,77.2001377,28.5322332,"North Indian, Italian",700,0,1,0,2,3.8,55
FreshMenu,1,New Delhi,Malviya Nagar,77.2191149,28.5306173,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",600,0,1,0,2,3.7,132
Giani's,1,New Delhi,Malviya Nagar,77.2115555,28.5363348,"Ice Cream, Desserts",400,0,1,0,1,3.7,145
Gopala,1,New Delhi,Malviya Nagar,77.2111963,28.5364161,"Mithai, Street Food",250,0,0,0,1,3.8,45
Green Chick Chop,1,New Delhi,Malviya Nagar,77.2093418,28.5341236,"Raw Meats, North Indian, Fast Food",350,0,0,0,1,3.5,52
Hunger Must Die,1,New Delhi,Malviya Nagar,77.2087849,28.5312482,"Italian, North Indian, Chinese, Mughlai",500,0,1,0,2,3.7,99
Kolkata Kathi Roll,1,New Delhi,Malviya Nagar,77.2097112,28.5340565,Fast Food,150,0,0,0,1,3.6,82
Max Grille and Kitchen,1,New Delhi,Malviya Nagar,77.2133213,28.5393306,"North Indian, Mughlai, Chinese",850,1,1,0,2,3.5,99
Moti Sweets,1,New Delhi,Malviya Nagar,77.2115266,28.5363955,"Mithai, Street Food",100,0,0,0,1,3.6,114
Nazeer Foods,1,New Delhi,Malviya Nagar,77.2123353,28.5366373,"North Indian, Mughlai, Chinese",650,0,0,0,2,3.6,427
Nikashee,1,New Delhi,Malviya Nagar,77.2090442,28.5340283,"Chinese, Thai",600,0,0,0,2,3.7,408
Noodle Box,1,New Delhi,Malviya Nagar,77.2177996,28.5370577,"Chinese, Thai",700,0,1,0,2,3.5,60
Pema's,1,New Delhi,Malviya Nagar,77.2072907,28.5342075,"Chinese, Tibetan, Japanese",700,0,1,0,2,3.6,412
Plumber - The Lounge,1,New Delhi,Malviya Nagar,77.2136424,28.5388893,"Thai, Chinese, North Indian",1500,0,0,0,3,3.9,38
Pudding & Pie,1,New Delhi,Malviya Nagar,77.2093777,28.5363564,"Bakery, Fast Food",450,0,0,0,1,3.7,137
RP's Restaurant,1,New Delhi,Malviya Nagar,77.2185071,28.5406266,"Mughlai, North Indian, Chinese",700,0,1,0,2,3.5,259
Soi Thai,1,New Delhi,Malviya Nagar,77.2000632,28.5320727,"Thai, Japanese",1500,0,1,0,3,3.6,148
Speedy Chow,1,New Delhi,Malviya Nagar,77.2135346,28.538886,"Chinese, Thai",850,0,1,0,2,3.6,268
Stoned Age Kitchen,1,New Delhi,Malviya Nagar,77.2079315,28.5317046,Continental,400,0,1,0,1,3.9,91
Suribachi,1,New Delhi,Malviya Nagar,77.2132758,28.539624,"Asian, North Indian, Continental",1500,1,1,0,3,3.5,104
Swagath,1,New Delhi,Malviya Nagar,77.2116173,28.5364058,"North Indian, Chinese, Seafood, Chettinad",1500,1,0,0,3,3.5,168
The Delhi Canteen,1,New Delhi,Malviya Nagar,77.2142624,28.5384888,"North Indian, Continental, Asian, Chinese, Thai",1000,1,1,0,3,3.6,305
The Grill Kitchen,1,New Delhi,Malviya Nagar,77.2060663,28.5331227,"North Indian, Mughlai",650,0,1,0,2,3.8,75
The Midnight Heroes,1,New Delhi,Malviya Nagar,77.21055888,28.5339573,"North Indian, Biryani, Chinese, Fast Food",950,0,1,0,2,3.7,41
The Salad Bowl,1,New Delhi,Malviya Nagar,77.2002839,28.5322327,"Healthy Food, Salad",800,0,1,0,2,3.5,34
Domino's Pizza,1,New Delhi,Malviya Nagar,77.211528,28.5363241,"Pizza, Fast Food",700,0,0,0,2,2.3,185
Food Army,1,New Delhi,Malviya Nagar,77.2243276,28.5373992,"North Indian, Mughlai, Chinese",450,0,1,0,1,2.3,18
Moti Restaurant,1,New Delhi,Malviya Nagar,77.2121141,28.536674,"North Indian, South Indian, Chinese, Mughlai",550,0,1,0,2,2.4,137
New Baba Da Dhaba,1,New Delhi,Malviya Nagar,77.2170275,28.5331218,"North Indian, Mughlai, Chinese",400,0,1,0,1,2.0,84
Tunday Kababi,1,New Delhi,Malviya Nagar,77.2126555,28.5406063,"Lucknowi, Mughlai",600,0,1,0,2,2.2,182
Dilli BC,1,New Delhi,Malviya Nagar,77.2036117,28.5325807,"North Indian, Mughlai",700,0,1,0,2,4.4,84
Litti.In,1,New Delhi,Malviya Nagar,77.2111802,28.5364058,Bihari,300,0,1,0,1,4.0,308
Nizam's Kathi Kabab,1,New Delhi,Malviya Nagar,77.2145409,28.5384902,"North Indian, Fast Food",900,1,1,0,2,4.0,153
Pepper Kitchen,1,New Delhi,Malviya Nagar,77.2104778,28.5355604,"Cafe, American, Italian",500,0,1,0,2,4.0,244
Rustom's Cafe & Bakery,1,New Delhi,Malviya Nagar,77.2184409,28.5311532,"Cafe, Bakery, Parsi",700,0,1,0,2,4.1,84
Salad Days,1,New Delhi,Malviya Nagar,77.21051,28.535704,"Healthy Food, Salad",800,0,1,0,2,4.0,255
Stop My Starvation,1,New Delhi,Malviya Nagar,77.2112209,28.5364043,"Cafe, Desserts",300,0,1,0,1,4.3,126
Sushi Junction,1,New Delhi,Malviya Nagar,77.2072826,28.5340992,"Sushi, Japanese, Healthy Food",1000,0,1,0,3,4.0,53
Vero Gusto,1,New Delhi,Malviya Nagar,77.2118497,28.5367368,"Cafe, Fast Food, Healthy Food",250,0,1,0,1,4.1,135
Snack Junction,1,New Delhi,Mandi House,77.2321792,28.6268536,Chinese,300,0,0,0,1,3.2,10
Turant,1,New Delhi,Mandi House,77.2319851,28.6267282,Chinese,300,0,0,0,1,3.3,47
Aromas of Pind,1,New Delhi,Mathura Road,77.29338784,28.52175981,"North Indian, Chinese",1200,1,1,0,3,4.2,278
Apna Dhaba and Caters,1,New Delhi,Mayapuri Phase 2,77.119036,28.6307787,North Indian,300,0,0,0,1,3.2,20
Green Chick Chop,1,New Delhi,Mayapuri Phase 2,77.1186217,28.6308872,"Raw Meats, North Indian, Fast Food",350,0,1,0,1,2.7,7
Jai Shree Durga South Indian Corner,1,New Delhi,Mayapuri Phase 2,77.120189,28.6308138,"South Indian, Chinese",350,0,0,0,1,3.0,6
Malabar Catering House,1,New Delhi,Mayapuri Phase 2,77.1193692,28.6216271,"Biryani, Kerala",400,0,0,0,1,3.2,13
Meenakshi Bhawan,1,New Delhi,Mayapuri Phase 2,77.119336,28.6307842,"South Indian, Chinese",300,0,0,0,1,3.1,14
New Raja Sweets,1,New Delhi,Mayapuri Phase 2,77.1144456,28.6258469,"Mithai, Street Food",150,0,0,0,1,2.9,18
Pizza Treat,1,New Delhi,Mayapuri Phase 2,77.1155946,28.6258815,"Pizza, Fast Food",250,0,0,0,1,3.0,6
Pudding & Pie,1,New Delhi,Mayapuri Phase 2,77.1141938,28.6258347,"Bakery, Fast Food",450,0,0,0,1,3.1,7
Rita Chinese Food,1,New Delhi,Mayapuri Phase 2,77.1160349,28.6257821,Chinese,350,0,0,0,1,3.1,10
Vibes of Punjab,1,New Delhi,Mayapuri Phase 2,77.1176174,28.6227746,"North Indian, Mughlai, Chinese",700,0,0,0,2,3.2,21
Ramji Di Hatti & Caterers,1,New Delhi,Mayapuri Phase 2,77.120274,28.6307493,North Indian,350,0,0,0,1,3.5,25
Spicy Tadka,1,New Delhi,Mayapuri Phase 2,77.1196062,28.6308168,"North Indian, Chinese",600,0,1,0,2,3.5,24
9 is Mine,1,New Delhi,Mayur Vihar Phase 1,77.297847,28.607116,Fast Food,300,0,1,0,1,2.6,4
Aashirwad,1,New Delhi,Mayur Vihar Phase 1,77.2924811,28.6089584,"Chinese, North Indian",450,0,0,0,1,3.2,19
Aggarwal Sweet & Bakers,1,New Delhi,Mayur Vihar Phase 1,77.3081612,28.5891462,"Mithai, Street Food",150,0,0,0,1,2.9,5
Amit Hotel,1,New Delhi,Mayur Vihar Phase 1,77.3088206,28.5903034,North Indian,150,0,0,0,1,2.9,7
Angrezee Dhaba,1,New Delhi,Mayur Vihar Phase 1,77.30209798,28.58521417,"North Indian, Mughlai, Chinese",350,0,1,0,1,2.8,7
Ankur Family Restaurant,1,New Delhi,Mayur Vihar Phase 1,77.3062786,28.5892005,North Indian,300,0,0,0,1,2.9,4
Bansal Sweet,1,New Delhi,Mayur Vihar Phase 1,77.2934295,28.6082009,"Desserts, Street Food",150,0,0,0,1,2.7,20
Baskin Robbins,1,New Delhi,Mayur Vihar Phase 1,77.2905861,28.6071522,Ice Cream,300,0,1,0,1,3.1,13
Caravan Resto Bar,1,New Delhi,Mayur Vihar Phase 1,77.2938353,28.6078005,"North Indian, Chinese, Mughlai",1100,1,1,0,3,3.2,51
Celebration Multi Cuisine Restaurant,1,New Delhi,Mayur Vihar Phase 1,77.2952484,28.6065957,"North Indian, Chinese",500,0,0,0,2,2.7,14
Chatto Chapati,1,New Delhi,Mayur Vihar Phase 1,77.30096575,28.61013581,North Indian,250,0,0,0,1,3.0,8
Chawla's�_,1,New Delhi,Mayur Vihar Phase 1,77.30109818,28.58918625,"North Indian, Mughlai",750,1,0,0,2,2.7,29
China Town,1,New Delhi,Mayur Vihar Phase 1,77.2952961,28.5979305,Chinese,300,0,1,0,1,2.7,11
China Town,1,New Delhi,Mayur Vihar Phase 1,77.2936557,28.6080098,Chinese,350,0,0,0,1,2.7,28
Dazzle Pastry Shop,1,New Delhi,Mayur Vihar Phase 1,77.2928133,28.6083198,"Bakery, Fast Food",150,0,0,0,1,2.6,25
Delicacy Foods,1,New Delhi,Mayur Vihar Phase 1,77.2932581,28.6030873,"North Indian, Mughlai, Chinese",650,0,0,0,2,3.2,86
Dolphin Rolls,1,New Delhi,Mayur Vihar Phase 1,77.3078187,28.5898772,"Fast Food, Chinese",200,0,0,0,1,2.9,6
Durbar Restaurant,1,New Delhi,Mayur Vihar Phase 1,77.2930355,28.6043403,"North Indian, Chinese",500,0,0,0,2,2.7,33
Ever Green Pastry Shop,1,New Delhi,Mayur Vihar Phase 1,77.291701,28.6095613,Bakery,200,0,0,0,1,3.1,34
Evergreen Sweets Corner,1,New Delhi,Mayur Vihar Phase 1,77.3122802,28.5946814,"Mithai, Street Food",100,0,0,0,1,3.0,8
Great Plates By AJ,1,New Delhi,Mayur Vihar Phase 1,77.2964127,28.5921814,"North Indian, Chinese, Mughlai",900,1,1,0,2,3.1,77
Green Chick Chop,1,New Delhi,Mayur Vihar Phase 1,77.2946516,28.5978455,"Raw Meats, North Indian, Fast Food",350,0,0,0,1,3.2,24
Haqeem's,1,New Delhi,Mayur Vihar Phase 1,77.2904619,28.6070462,North Indian,250,0,0,0,1,2.7,14
Himalaya Food Corner,1,New Delhi,Mayur Vihar Phase 1,77.2956989,28.6078263,"North Indian, Mughlai, Chinese",500,0,0,0,2,2.7,46
Hot Joint Fast Food,1,New Delhi,Mayur Vihar Phase 1,77.2894952,28.6045493,"Chinese, Fast Food",350,0,0,0,1,2.6,61
Hyderabadi Dum Biryani,1,New Delhi,Mayur Vihar Phase 1,77.29358397,28.60318802,"Biryani, Hyderabadi",650,0,1,0,2,2.7,60
Kasturi Family Restaurant,1,New Delhi,Mayur Vihar Phase 1,77.2925747,28.6090326,"North Indian, Chinese",400,0,1,0,1,3.0,20
Kerala Cafe,1,New Delhi,Mayur Vihar Phase 1,77.2947422,28.6071044,Kerala,300,0,0,0,1,3.3,45
Keuchen Paradise,1,New Delhi,Mayur Vihar Phase 1,77.2938753,28.6081948,Bakery,300,0,1,0,1,2.8,8
Kook For Health,1,New Delhi,Mayur Vihar Phase 1,77.2938857,28.6081736,"American, Asian, North Indian, Mexican, South Indian",500,0,1,0,2,3.3,21
Lahorian's Sweets & Bakers,1,New Delhi,Mayur Vihar Phase 1,77.293569,28.6044435,"Street Food, Desserts",250,0,0,0,1,2.9,5
Mr. Baker's,1,New Delhi,Mayur Vihar Phase 1,77.2949573,28.5977616,"Bakery, Fast Food",100,0,0,0,1,3.0,22
Night Food Delivery,1,New Delhi,Mayur Vihar Phase 1,77.290883,28.606978,"North Indian, Chinese",500,0,1,0,2,2.7,5
Nine 2 Nine Snacks & Restaurant,1,New Delhi,Mayur Vihar Phase 1,77.3065907,28.5890442,"North Indian, Street Food",250,0,0,0,1,2.9,5
Punjabi Mirch,1,New Delhi,Mayur Vihar Phase 1,77.2952184,28.6074925,North Indian,400,0,0,0,1,3.0,4
Rasoi The Food Express,1,New Delhi,Mayur Vihar Phase 1,77.2953531,28.6065091,"North Indian, Chinese",600,0,1,0,2,2.6,53
Republic of Chicken,1,New Delhi,Mayur Vihar Phase 1,77.2949166,28.5977308,"Raw Meats, Fast Food",400,0,0,0,1,2.8,11
Sandwichai,1,New Delhi,Mayur Vihar Phase 1,77.29047,28.6069738,Fast Food,350,0,1,0,1,3.3,58
SB's Raisins,1,New Delhi,Mayur Vihar Phase 1,77.2938335,28.6078223,"Bakery, Desserts, Fast Food",350,0,1,0,1,2.8,15
Shanghai Kitchen,1,New Delhi,Mayur Vihar Phase 1,77.28870839,28.61184943,"Chinese, Fast Food",300,0,0,0,1,3.1,26
Shiv Shakti Restaurant,1,New Delhi,Mayur Vihar Phase 1,77.2933571,28.6035787,"South Indian, Chinese",200,0,0,0,1,3.0,18
Smoky Chettinad,1,New Delhi,Mayur Vihar Phase 1,77.29534686,28.60690952,"South Indian, Chettinad",600,0,0,0,2,2.8,49
Spice Fusion,1,New Delhi,Mayur Vihar Phase 1,77.2956494,28.6065417,"North Indian, Mughlai",400,0,0,0,1,3.1,7
Sweet Toof Designer Cakes,1,New Delhi,Mayur Vihar Phase 1,77.29909826,28.60545101,"Bakery, Desserts",250,0,0,0,1,3.1,7
The Chef,1,New Delhi,Mayur Vihar Phase 1,77.3084321,28.5894261,"North Indian, Chinese",600,0,1,0,2,3.2,23
The Edge Cafe,1,New Delhi,Mayur Vihar Phase 1,77.28917677,28.61092375,"Fast Food, Chinese",400,0,1,0,1,3.1,53
The Epicure - Fraser Suites,1,New Delhi,Mayur Vihar Phase 1,77.29954,28.5939142,"Asian, Thai, Chinese, North Indian",2000,1,0,0,4,3.1,80
Udupidarshini Veg Restaurant,1,New Delhi,Mayur Vihar Phase 1,77.2957443,28.6076829,"Chinese, North Indian, South Indian",550,0,1,0,2,3.4,33
36 lebzelter,1,New Delhi,Mayur Vihar Phase 1,0.0,0.0,"Bakery, Desserts",150,0,0,0,1,3.7,39
Baked Buns,1,New Delhi,Mayur Vihar Phase 1,77.3347996,28.6040018,"Fast Food, Pizza, Burger",500,0,1,0,2,3.6,165
Freakin Beans,1,New Delhi,Mayur Vihar Phase 1,77.2905678,28.6068499,Cafe,250,0,0,0,1,3.7,72
Nutri Cafe,1,New Delhi,Mayur Vihar Phase 1,77.2952729,28.5975729,Fast Food,500,0,1,0,2,3.7,49
Senorita's,1,New Delhi,Mayur Vihar Phase 1,77.2949672,28.597776,"Mexican, North Indian",550,0,0,0,2,3.7,57
Village - The House of Food,1,New Delhi,Mayur Vihar Phase 1,77.29340594,28.6087318,"Street Food, Fast Food, Chinese, South Indian, North Indian",300,0,1,0,1,3.7,65
Cafe Coffee Day,1,New Delhi,Mayur Vihar Phase 1,77.290606,28.6070669,Cafe,450,0,0,0,1,2.4,49
Food Fantasy,1,New Delhi,Mayur Vihar Phase 1,77.2928015,28.6082787,"North Indian, Chinese, Fast Food",500,0,1,0,2,2.4,76
Just Chinese,1,New Delhi,Mayur Vihar Phase 1,77.2935856,28.6088911,Chinese,300,0,1,0,1,2.4,36
Agarwal Bikaneri Sweets,1,New Delhi,Mayur Vihar Phase 2,77.2971024,28.6185258,"Mithai, Street Food",100,0,0,0,1,3.1,12
Bikaner Sweets,1,New Delhi,Mayur Vihar Phase 2,77.3007976,28.6198235,Mithai,100,0,0,0,1,2.8,14
Breadz,1,New Delhi,Mayur Vihar Phase 2,77.2960034,28.6170417,"Bakery, Fast Food",300,0,1,0,1,3.3,48
Desi Jugaad,1,New Delhi,Mayur Vihar Phase 2,77.30071865,28.6193114,"North Indian, Chinese",350,0,0,0,1,3.2,12
Food Trax,1,New Delhi,Mayur Vihar Phase 2,77.30117932,28.61981733,Chinese,300,0,0,0,1,2.9,4
Hub Tub,1,New Delhi,Mayur Vihar Phase 2,77.30196454,28.61965104,"Chinese, Fast Food",300,0,0,0,1,3.0,7
Malabar Foods,1,New Delhi,Mayur Vihar Phase 2,77.3010973,28.6196099,"North Indian, Fast Food",500,0,1,0,2,2.7,49
Mitra Di Chaap,1,New Delhi,Mayur Vihar Phase 2,77.29992136,28.61961396,"Street Food, Fast Food",300,0,0,0,1,3.0,5
New Hyderabadi Biryani House,1,New Delhi,Mayur Vihar Phase 2,77.301318,28.6196741,"North Indian, Biryani",500,0,1,0,2,2.5,25
New Madras Cafe,1,New Delhi,Mayur Vihar Phase 2,77.3050334,28.6189331,South Indian,250,0,0,0,1,2.8,11
Roll Club,1,New Delhi,Mayur Vihar Phase 2,77.3003716,28.619632,Fast Food,250,0,0,0,1,3.2,44
Sanju Cool & Hot Hut,1,New Delhi,Mayur Vihar Phase 2,77.3009259,28.6199149,"North Indian, Street Food",250,0,0,0,1,2.8,8
Sethi's Kabab & Curries,1,New Delhi,Mayur Vihar Phase 2,77.3013079,28.6198516,North Indian,500,0,0,0,2,3.1,22
South Indian Fast Food,1,New Delhi,Mayur Vihar Phase 2,77.2970156,28.6186666,South Indian,300,0,0,0,1,3.3,23
Sweets and Spices,1,New Delhi,Mayur Vihar Phase 2,77.3008117,28.6196422,"North Indian, Chinese, South Indian, Fast Food",400,0,0,0,1,2.8,69
Urban Degchi Kitchen & Bar,1,New Delhi,Mayur Vihar Phase 2,77.3008167,28.6194659,"North Indian, Chinese",1000,1,1,0,3,2.6,94
Wah Ji Wah,1,New Delhi,Mayur Vihar Phase 2,77.3003715,28.619648,"North Indian, Fast Food",400,0,1,0,1,3.1,81
Zaiqa Kathi Roll & Momos,1,New Delhi,Mayur Vihar Phase 2,77.3002431,28.6199122,Street Food,150,0,0,0,1,3.3,16
Duggal Snacks,1,New Delhi,Mayur Vihar Phase 2,77.3006489,28.6193502,Street Food,50,0,0,0,1,3.6,32
Granny's Flavour,1,New Delhi,Mayur Vihar Phase 2,77.3014164,28.6195294,Street Food,150,0,0,0,1,3.5,16
Moustache Coffee,1,New Delhi,Mayur Vihar Phase 2,77.30168425,28.61956952,Cafe,400,0,1,0,1,3.7,79
Pradeep Pav Bhaji,1,New Delhi,Mayur Vihar Phase 2,77.3020302,28.6194887,Street Food,200,0,0,0,1,3.8,94
Sandwich Factory,1,New Delhi,Mayur Vihar Phase 2,77.3011218,28.6192793,Cafe,500,0,1,0,2,3.9,254
Scorpio Cafe,1,New Delhi,Mayur Vihar Phase 2,77.3012169,28.6196855,"Chinese, Fast Food",400,0,1,0,1,3.7,410
Veggie-Licious,1,New Delhi,Mayur Vihar Phase 2,77.3011572,28.6192865,"North Indian, Chinese, Continental, Fast Food",450,0,1,0,1,3.6,100
Slice Of Italy,1,New Delhi,Mayur Vihar Phase 2,77.3011572,28.6197374,"Italian, Pizza, Bakery",700,0,1,0,2,2.2,119
Anokha Chinese Hut,1,New Delhi,Mayur Vihar Phase 3,77.3296222,28.6038472,"North Indian, Chinese",700,0,0,0,2,2.6,27
Bobby Dhaba & Caterers,1,New Delhi,Mayur Vihar Phase 3,77.33470056,28.6042683,"North Indian, Mughlai",450,0,0,0,1,3.1,5
Clever Fox Cafe,1,New Delhi,Mayur Vihar Phase 3,77.3328617,28.6071702,"North Indian, Continental, Chinese",900,1,0,0,2,3.0,25
Dana Pani,1,New Delhi,Mayur Vihar Phase 3,77.3302432,28.6032214,"North Indian, Chinese",300,0,0,0,1,2.8,4
Hotel Malabar,1,New Delhi,Mayur Vihar Phase 3,77.3363682,28.6128083,Kerala,300,0,0,0,1,3.0,24
Lumbini Fast Point,1,New Delhi,Mayur Vihar Phase 3,77.3375211,28.6137147,"Chinese, Fast Food",400,0,0,0,1,3.0,30
Mayur Restaurant,1,New Delhi,Mayur Vihar Phase 3,77.3369722,28.613483,"North Indian, South Indian, Chinese",400,0,0,0,1,2.8,19
MOC - The American Restaurant,1,New Delhi,Mayur Vihar Phase 3,77.33534496,28.61123545,"American, Fast Food",400,0,0,0,1,2.6,35
Muradabadi Chicken Biryani,1,New Delhi,Mayur Vihar Phase 3,77.3335984,28.6054308,North Indian,450,0,0,0,1,3.3,28
New Aggarwal Sweet Corner,1,New Delhi,Mayur Vihar Phase 3,77.3360236,28.6117841,Mithai,100,0,0,0,1,2.7,11
